Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,INFINIUM,210290,E,INFINIUM PHARMACHEM LTD,INFINIUM,500,0.05,INFINIUM
BSE,bse_cm,MOS,210293,E,MOS UTILITY LIMITED,MOS,400,0.05,MOS
BSE,bse_cm,PATTECH,210300,E,PATTECH FITWELL TUB COM L,PATTECH,1500,0.05,PATTECH
BSE,bse_cm,AGUL,210301,E,A G UNIVERSAL LIMITED,AGUL,2000,0.05,AGUL
BSE,bse_cm,QUICKTOUCH,210308,E,QUICKTOUCH TECHNOLOGIES L,QUICKTOUCH,500,0.05,QUICKTOUCH
BSE,bse_cm,SECL,210309,E,SALASAR EXTERIOR CONT LTD,SECL,6250,0.05,SECL
BSE,bse_cm,DENEERS,210323,E,DE NEERS TOOLS LIMITED,DENEERS,600,0.05,DENEERS
BSE,bse_cm,AUROIMPEX,210338,E,AURO IMPEX & CHEMICALS L,AUROIMPEX,1600,0.05,AUROIMPEX
BSE,bse_cm,KRISHCA,210351,E,KRISHCA STRAPPING SLTN L,KRISHCA,500,0.05,KRISHCA
BSE,bse_cm,REMUS,210352,E,REMUS PHARMACEUTICALS L,REMUS,50,0.05,REMUS
BSE,bse_cm,DENTALKART,210374,E,VASA DENTICITY LIMITED,DENTALKART,250,0.05,DENTALKART
BSE,bse_cm,PROV,210378,E,PROVENTUS AGROCOM LIMITED,PROV,80,0.05,PROV
BSE,bse_cm,INFOLLION,210380,E,INFOLLION RESEARCH SER L,INFOLLION,400,0.05,INFOLLION
BSE,bse_cm,SAHANA,210398,E,SAHANA SYSTEM LIMITED,SAHANA,125,0.05,SAHANA
BSE,bse_cm,KDL,210403,E,KORE DIGITAL LIMITED,KDL,150,0.05,KDL
BSE,bse_cm,URBAN,210426,E,URBAN ENVIRO WASTE MGMT L,URBAN,800,0.05,URBAN
BSE,bse_cm,SPECTSTM,210427,E,SPECTRUM TALENT MGMT LTD,SPECTSTM,800,0.05,SPECTSTM
BSE,bse_cm,CELLPOINT,210434,E,CELL POINT (INDIA) LTD,CELLPOINT,1200,0.05,CELLPOINT
BSE,bse_cm,VILINBIO,210435,E,VILIN BIO MED LIMITED,VILINBIO,4000,0.05,VILINBIO
BSE,bse_cm,AATMAJ,210436,E,AATMAJ HEALTHCARE LIMITED,AATMAJ,2000,0.05,AATMAJ
BSE,bse_cm,ESFL,210454,E,ESSEN SPECIALITY FILMS L,ESFL,360,0.05,ESFL
BSE,bse_cm,MAGSON,210455,E,MAGSON RETAIL AND DIST L,MAGSON,2000,0.05,MAGSON
BSE,bse_cm,GREENCHEF,210456,E,GREENCHEF APPLIANCES LTD,GREENCHEF,800,0.05,GREENCHEF
BSE,bse_cm,PENTAGON,210473,E,PENTAGON RUBBER LIMITED,PENTAGON,1000,0.05,PENTAGON
BSE,bse_cm,GLOBALPET,210474,E,GLOBAL PET INDUSTRIES LTD,GLOBALPET,1500,0.05,GLOBALPET
BSE,bse_cm,SYNOPTICS,210476,E,SYNOPTICS TECHNOLOGIES L,SYNOPTICS,600,0.05,SYNOPTICS
BSE,bse_cm,TRIDHYA,210477,E,TRIDHYA TECH LIMITED,TRIDHYA,3000,0.05,TRIDHYA
BSE,bse_cm,DRONE,210495,E,DRONE DESTINATION LIMITED,DRONE,500,0.05,DRONE
BSE,bse_cm,SERVICE,210498,E,SERVICE CARE LIMITED,SERVICE,2000,0.05,SERVICE
BSE,bse_cm,SERVOTECH,210510,E,SERVOTECH REN POW SYS LTD,SERVOTECH,1,0.01,SERVOTECH
BSE,bse_cm,YCCL,210517,E,YASONS CHEMEX CARE LTD,YCCL,3000,0.05,YCCL
BSE,bse_cm,SHRITECH,210530,E,SHRI TECHTEX LIMITED,SHRITECH,2000,0.05,SHRITECH
BSE,bse_cm,ZEAL$,210532,E,ZEAL GLOBAL SERVICES LTD,ZEAL$,600,0.05,ZEAL$
BSE,bse_cm,IRISDOREME,210539,E,IRIS CLOTHINGS LIMITED,IRISDOREME,1,0.01,IRISDOREME
BSE,bse_cm,VINSYS,210540,E,VINSYS IT SERVICES IND LT,VINSYS,500,0.05,VINSYS
BSE,bse_cm,ORIANA,210541,E,ORIANA POWER LIMITED,ORIANA,75,0.05,ORIANA
BSE,bse_cm,SANGANI,210545,E,SANGANI HOSPITALS LIMITED,SANGANI,3000,0.05,SANGANI
BSE,bse_cm,OSWALSEEDS,210546,E,SHREEOSWAL S AND CHE LTD,OSWALSEEDS,1,0.01,OSWALSEEDS
BSE,bse_cm,SSFL,210547,E,SRIVARI SPICES N FOODS L,SSFL,500,0.05,SSFL
BSE,bse_cm,CLSL,210567,E,CROP LIFE SCIENCE LIMITED,CLSL,2000,0.05,CLSL
BSE,bse_cm,SEL$,210569,E,SUNGARNER ENERGIES LTD,SEL$,200,0.05,SEL$
BSE,bse_cm,SAHAJ,210582,E,SAHAJ FASHIONS LIMITED,SAHAJ,4000,0.05,SAHAJ
BSE,bse_cm,MONOPHARMA,210583,E,MONO PHARMACARE LIMITED,MONOPHARMA,2000,0.05,MONOPHARMA
BSE,bse_cm,CPS,210584,E,C P S SHAPERS LIMITED,CPS,600,0.05,CPS
BSE,bse_cm,BASILIC,210598,E,BASILIC FLY STUDIO LTD,BASILIC,300,0.05,BASILIC
BSE,bse_cm,PRAMARA,210599,E,PRAMARA PROMOTIONS LTD,PRAMARA,1000,0.05,PRAMARA
BSE,bse_cm,SAROJA,210600,E,SAROJA PHARMA INDUS IND L,SAROJA,1600,0.05,SAROJA
BSE,bse_cm,UNIHEALTH,210616,E,UNIHEALTH HOSPITALS LTD,UNIHEALTH,1000,0.05,UNIHEALTH
BSE,bse_cm,HOLMARC,210619,E,HOLMARC OPTO MECHATRO L,HOLMARC,1500,0.05,HOLMARC
BSE,bse_cm,CHAVDA,210620,E,CHAVDA INFRA LIMITED,CHAVDA,1000,0.05,CHAVDA
BSE,bse_cm,KEL$,210632,E,KUNDAN EDIFICE LIMITED,KEL$,1200,0.05,KEL$
BSE,bse_cm,MADHUSUDAN,210633,E,MADHUSUDAN MASALA LIMITED,MADHUSUDAN,1000,0.05,MADHUSUDAN
BSE,bse_cm,HIGREEN,210637,E,HI GREEN CARBON LIMITED,HIGREEN,800,0.05,HIGREEN
BSE,bse_cm,MARCO,210638,E,MARCO CABLE & CONDUCTOR L,MARCO,1500,0.05,MARCO
BSE,bse_cm,MASTER,210657,E,MASTER COMPONENTS LIMITED,MASTER,500,0.05,MASTER
BSE,bse_cm,SAAKSHI,210658,E,SAAKSHI MEDTEC N PANELS L,SAAKSHI,600,0.05,SAAKSHI
BSE,bse_cm,MAL$,210659,E,MANGALAM ALLOYS LIMITED,MAL$,1600,0.05,MAL$
BSE,bse_cm,DIGIKORE,210660,E,DIGIKORE STUDIOS LIMITED,DIGIKORE,200,0.05,DIGIKORE
BSE,bse_cm,INSPIRE,210662,E,INSPIRE FILMS LIMITED,INSPIRE,2000,0.05,INSPIRE
BSE,bse_cm,VINYAS,210684,E,VINYAS INNOVATIVE TECH L,VINYAS,200,0.05,VINYAS
BSE,bse_cm,FOCUS$,210685,E,FOCUS LIGHTG & FIXTRS LTD,FOCUS$,1,0.01,FOCUS$
BSE,bse_cm,ARABIAN,210687,E,ARABIAN PETROLEUM LIMITED,ARABIAN,2000,0.05,ARABIAN
BSE,bse_cm,EFACTOR,210688,E,E FACTOR EXPERIENCES LTD,EFACTOR,800,0.05,EFACTOR
BSE,bse_cm,KONTOR,210690,E,KONTOR SPACE LIMITED,KONTOR,600,0.05,KONTOR
BSE,bse_cm,VISHNUINFR,210691,E,VISHNUSURYA PROJ N INFR L,VISHNUINFR,500,0.05,VISHNUINFR
BSE,bse_cm,OLIL,210693,E,ONECLICK LOGISTICS IND L,OLIL,1200,0.05,OLIL
BSE,bse_cm,GOYALSALT,210694,E,GOYAL SALT LIMITED,GOYALSALT,600,0.05,GOYALSALT
BSE,bse_cm,CANARYS,210695,E,CANARYS AUTOMATIONS LTD,CANARYS,4000,0.05,CANARYS
BSE,bse_cm,KARNIKA,210697,E,KARNIKA INDUSTRIES LTD,KARNIKA,400,0.05,KARNIKA
BSE,bse_cm,SCML,210698,E,SHARP CHUCKS N MACHINES L,SCML,1000,0.05,SCML
BSE,bse_cm,PLADAINFO,210708,E,PLADA INFOTECH SERVICES L,PLADAINFO,3000,0.05,PLADAINFO
BSE,bse_cm,GEEKAYWIRE,210728,E,GEEKAY WIRES LIMITED,GEEKAYWIRE,1,0.01,GEEKAYWIRE
BSE,bse_cm,WOMANCART,210746,E,WOMANCART LIMITED,WOMANCART,400,0.05,WOMANCART
BSE,bse_cm,RCDL,210748,E,RAJGOR CASTOR DERIVATI L,RCDL,3000,0.05,RCDL
BSE,bse_cm,MITTAL,210750,E,MITTAL LIFE STYLE LIMITED,MITTAL,1,0.01,MITTAL
BSE,bse_cm,PARAGON,210774,E,PARAGON FINE S.C. LTD.,PARAGON,1200,0.05,PARAGON
BSE,bse_cm,TRANSTEEL,210786,E,TRANSTEEL SEATING TECH L,TRANSTEEL,2000,0.05,TRANSTEEL
BSE,bse_cm,MAITREYA,210787,E,MAITREYA MEDICARE LIMITED,MAITREYA,400,0.05,MAITREYA
BSE,bse_cm,SARTELE,210788,E,SAR TELEVENTURE LIMITED,SARTELE,500,0.05,SARTELE
BSE,bse_cm,MICROPRO,210803,E,MICROPRO SOFTWARE SOL L,MICROPRO,1600,0.05,MICROPRO
BSE,bse_cm,HINDCON,210804,E,HINDCON CHEMICALS LIMITED,HINDCON,1,0.01,HINDCON
BSE,bse_cm,BABAFP,210809,E,BABA FOOD PROCESSING,BABAFP,1600,0.05,BABAFP
BSE,bse_cm,ROXHITECH,210810,E,ROX HI TECH LIMITED,ROXHITECH,1600,0.05,ROXHITECH
BSE,bse_cm,SUNREST,210820,E,SUNREST LIFESCIENCE LTD,SUNREST,1600,0.05,SUNREST
BSE,bse_cm,ROCKINGDCE,210839,E,ROCKINGDEALS CIRCU ECO L,ROCKINGDCE,250,0.05,ROCKINGDCE
BSE,bse_cm,MARINETRAN,210873,E,MARINETRANS INDIA LIMITED,MARINETRAN,4000,0.05,MARINETRAN
BSE,bse_cm,SHEETAL,210875,E,SHEETAL UNIVERSAL LIMITED,SHEETAL,2000,0.05,SHEETAL
BSE,bse_cm,GRAPHISAD,210877,E,GRAPHISADS LIMITED,GRAPHISAD,1200,0.05,GRAPHISAD
BSE,bse_cm,ACCENTMIC,210915,E,ACCENT MICROCELL LIMITED,ACCENTMIC,500,0.05,ACCENTMIC
BSE,bse_cm,PRESSTONIC,210916,E,PRESSTONIC ENGINEERING L,PRESSTONIC,800,0.05,PRESSTONIC
BSE,bse_cm,SJLOGISTIC,210923,E,S J LOGISTICS (INDIA) LTD,SJLOGISTIC,250,0.05,SJLOGISTIC
BSE,bse_cm,SHREEOSFM,210924,E,SHREE OSFM E-MOBILITY LTD,SHREEOSFM,1000,0.05,SHREEOSFM
BSE,bse_cm,EFORCE,210949,E,ELECTRO FORCE (INDIA) LTD,EFORCE,1200,0.05,EFORCE
BSE,bse_cm,INDIFRA,210968,E,INDIFRA LIMITED,INDIFRA,2000,0.05,INDIFRA
BSE,bse_cm,TECHLABS,210969,E,TRIDENT TECHLABS LIMITED,TECHLABS,125,0.05,TECHLABS
BSE,bse_cm,SAIFL,210971,E,SAMEERA AGRO AND INFRA L,SAIFL,800,0.05,SAIFL
BSE,bse_cm,AKANKSHA,210974,E,AKANKSHA POWER N INFRA L,AKANKSHA,1000,0.05,AKANKSHA
BSE,bse_cm,HRHNEXT,210975,E,HRH NEXT SERVICES LIMITED,HRHNEXT,1500,0.05,HRHNEXT
BSE,bse_cm,KCEIL,210987,E,KAY CEE ENERGY & INFRA L,KCEIL,500,0.05,KCEIL
BSE,bse_cm,KLL,210988,E,KAUSHALYA LOGISTICS LTD,KLL,800,0.05,KLL
BSE,bse_cm,IBLFL,211004,E,IBL FINANCE LIMITED,IBLFL,2000,0.05,IBLFL
BSE,bse_cm,APS,211016,E,AUSTRALIAN PREM SOLAR I L,APS,250,0.05,APS
BSE,bse_cm,MAXPOSURE,211036,E,MAXPOSURE LIMITED,MAXPOSURE,1000,0.05,MAXPOSURE
BSE,bse_cm,ISHAN,211046,E,ISHAN INTERNATIONAL LTD,ISHAN,48000,0.05,ISHAN
BSE,bse_cm,KONSTELEC,211065,E,KONSTELEC ENGINEERS LTD,KONSTELEC,1000,0.05,KONSTELEC
BSE,bse_cm,LAWSIKHO,211066,E,ADDICTIVE LEARNING TECH L,LAWSIKHO,500,0.05,LAWSIKHO
BSE,bse_cm,FONEBOX,211091,E,FONEBOX RETAIL LIMITED,FONEBOX,1000,0.05,FONEBOX
BSE,bse_cm,DELAPLEX,211092,E,DELAPLEX LIMITED,DELAPLEX,600,0.05,DELAPLEX
BSE,bse_cm,MEGATHERM,211095,E,MEGATHERM INDUCTION LTD,MEGATHERM,400,0.05,MEGATHERM
BSE,bse_cm,BAWEJA,211096,E,BAWEJA STUDIOS LIMITED,BAWEJA,800,0.05,BAWEJA
BSE,bse_cm,ITALIANE,211121,E,ITALIAN EDIBLES LIMITED,ITALIANE,2000,0.05,ITALIANE
BSE,bse_cm,ALPEXSOLAR,211127,E,ALPEX SOLAR LIMITED,ALPEXSOLAR,200,0.05,ALPEXSOLAR
BSE,bse_cm,WTICAB,211146,E,WISE TRAVEL INDIA LIMITED,WTICAB,500,0.05,WTICAB
BSE,bse_cm,ATMASTCO,211171,E,ATMASTCO LIMITED,ATMASTCO,400,0.05,ATMASTCO
BSE,bse_cm,INM,211172,E,INTERIORS & MORE LIMITED,INM,600,0.05,INM
BSE,bse_cm,TCL,211173,E,THAAI CASTING LIMITED,TCL,800,0.05,TCL
BSE,bse_cm,ESCONET,211174,E,ESCONET TECHNOLOGIES LTD,ESCONET,400,0.05,ESCONET
BSE,bse_cm,ZENITHDRUG,211179,E,ZENITH DRUGS LIMITED,ZENITHDRUG,800,0.05,ZENITHDRUG
BSE,bse_cm,DEEM,211181,E,DEEM ROLL TECH LIMITED,DEEM,1000,0.05,DEEM
BSE,bse_cm,SADHAV,211205,E,SADHAV SHIPPING LIMITED,SADHAV,600,0.05,SADHAV
BSE,bse_cm,PURVFLEXI,211225,E,PURV FLEXIPACK LIMITED,PURVFLEXI,800,0.05,PURVFLEXI
BSE,bse_cm,MVKAGRO,211231,E,M.V.K. AGRO FOOD PROD LTD,MVKAGRO,1200,0.05,MVKAGRO
BSE,bse_cm,VR,211250,E,V R INFRASPACE LIMITED,VR,400,0.05,VR
BSE,bse_cm,SONAMAC,211253,E,SONA MACHINERY LIMITED,SONAMAC,1000,0.05,SONAMAC
BSE,bse_cm,PRATHAM,211281,E,PRATHAM EPC PROJECTS LTD,PRATHAM,400,0.05,PRATHAM
BSE,bse_cm,SIGNORIA,211283,E,SIGNORIA CREATION LIMITED,SIGNORIA,1000,0.05,SIGNORIA
BSE,bse_cm,AVPINFRA,211289,E,AVP INFRACON LIMITED,AVPINFRA,800,0.05,AVPINFRA
BSE,bse_cm,ENFUSE,211327,E,ENFUSE SOLUTIONS LIMITED,ENFUSE,600,0.05,ENFUSE
BSE,bse_cm,VISHWAS,211460,E,VISHWAS AGRI SEEDS LTD,VISHWAS,1600,0.05,VISHWAS
BSE,bse_cm,NAMAN,211469,E,NAMAN IN-STORE (INDIA) L,NAMAN,800,0.05,NAMAN
BSE,bse_cm,BLUEPEBBLE,211474,E,BLUE PEBBLE LIMITED,BLUEPEBBLE,400,0.05,BLUEPEBBLE
BSE,bse_cm,TRUST,211477,E,TRUST FINTECH LIMITED,TRUST,600,0.05,TRUST
BSE,bse_cm,TAC,211492,E,TAC INFOSEC LIMITED,TAC,200,0.05,TAC
BSE,bse_cm,RADIOWALLA,211493,E,RADIOWALLA NETWORK LTD,RADIOWALLA,1600,0.05,RADIOWALLA
BSE,bse_cm,K2INFRA,211494,E,K2 INFRAGEN LIMITED,K2INFRA,600,0.05,K2INFRA
BSE,bse_cm,YASHOPTICS,211495,E,YASH OPTICS & LENS LTD,YASHOPTICS,1600,0.05,YASHOPTICS
BSE,bse_cm,CGRAPHICS,211498,E,CREATIVE GRAPHICS S IND L,CGRAPHICS,800,0.05,CGRAPHICS
BSE,bse_cm,ALUWIND,211499,E,ALUWIND ARCHITECTURAL LTD,ALUWIND,1500,0.05,ALUWIND
BSE,bse_cm,DRSCARGO,211501,E,DRS CARGO MOVERS LIMITED,DRSCARGO,800,0.05,DRSCARGO
BSE,bse_cm,DCG,211509,E,DCG CABLES & WIRES LTD,DCG,1200,0.05,DCG
BSE,bse_cm,BIRDYS,211521,E,GRILL SPLENDOUR SER LTD,BIRDYS,1200,0.05,BIRDYS
BSE,bse_cm,RBS,211522,E,RAMDEVBABA SOLVENT LTD,RBS,1600,0.05,RBS
BSE,bse_cm,SONAMLTD,211563,E,SONAM LIMITED,SONAMLTD,1,0.01,SONAMLTD
BSE,bse_cm,SLONE,211564,E,SLONE INFOSYSTEMS LIMITED,SLONE,800,0.05,SLONE
BSE,bse_cm,WINSOL,211565,E,WINSOL ENGINEERS LIMITED,WINSOL,400,0.05,WINSOL
BSE,bse_cm,SILKFLEX,211568,E,SILKFLEX POLYMERS INDIA L,SILKFLEX,2000,0.05,SILKFLEX
BSE,bse_cm,PRLIND,211580,E,PREMIER ROADLINES LIMITED,PRLIND,1000,0.05,PRLIND
BSE,bse_cm,ABSMARINE,211582,E,ABS MARINE SERVICES LTD,ABSMARINE,500,0.05,ABSMARINE
BSE,bse_cm,MANDEEP,211583,E,MANDEEP AUTO INDUSTRIES L,MANDEEP,2000,0.05,MANDEEP
BSE,bse_cm,RULKA,211602,E,RULKA ELECTRICALS LIMITED,RULKA,300,0.05,RULKA
BSE,bse_cm,HOACFOODS,211603,E,HOAC FOODS INDIA LIMITED,HOACFOODS,750,0.05,HOACFOODS
BSE,bse_cm,BALAXI,211608,E,BALAXI PHARMA LTD,BALAXI,1,0.01,BALAXI
BSE,bse_cm,GSMFOILS,211624,E,GSM FOILS LIMITED,GSMFOILS,2000,0.05,GSMFOILS
BSE,bse_cm,VILAS,211629,E,VILAS TRANSCORE LIMITED,VILAS,250,0.05,VILAS
BSE,bse_cm,BEACON,211633,E,BEACON TRUSTEESHIP LTD,BEACON,1000,0.05,BEACON
BSE,bse_cm,AIMTRON,211636,E,AIMTRON ELECTRONICS LTD,AIMTRON,400,0.05,AIMTRON
BSE,bse_cm,TBI,211659,E,TBI CORN LIMITED,TBI,600,0.05,TBI
BSE,bse_cm,GPECO,211687,E,GP ECO SOLUTIONS INDIA L,GPECO,600,0.05,GPECO
BSE,bse_cm,DURLAX,211692,E,DURLAX TOP SURFACE LTD,DURLAX,2000,0.05,DURLAX
BSE,bse_cm,FALCONTECH,211693,E,FALCON TECHNOPROJ IND LTD,FALCONTECH,1200,0.05,FALCONTECH
BSE,bse_cm,MEDIORG,211710,E,MEDICAMEN ORGANICS LTD,MEDIORG,2000,0.05,MEDIORG
BSE,bse_cm,SYLVANPLY,211713,E,SYLVAN PLYBOARD (INDIA) L,SYLVANPLY,2000,0.05,SYLVANPLY
BSE,bse_cm,VISAMAN,211714,E,VISAMAN GLOBAL SALES LTD,VISAMAN,3000,0.05,VISAMAN
BSE,bse_cm,MASON,211715,E,MASON INFRATECH LIMITED,MASON,1000,0.05,MASON
BSE,bse_cm,AKIKO,211721,E,AKIKO GLOBAL SERVICES L,AKIKO,1600,0.05,AKIKO
BSE,bse_cm,DPEL,211722,E,DIVINE POWER ENERGY LTD,DPEL,1500,0.05,DPEL
BSE,bse_cm,PCCL,211725,E,PETRO CARBON AND CHEMI L,PCCL,400,0.05,PCCL
BSE,bse_cm,DTL,211726,E,DIENSTEN TECH LIMITED,DTL,1200,0.05,DTL
BSE,bse_cm,NEPHROCARE,211745,E,NEPHRO CARE INDIA LIMITED,NEPHROCARE,400,0.05,NEPHROCARE
BSE,bse_cm,AMBEY,211754,E,AMBEY LABORATORIES LTD,AMBEY,2000,0.05,AMBEY
BSE,bse_cm,GGBL,211758,E,GANESH GREEN BHARAT LTD,GGBL,300,0.05,GGBL
BSE,bse_cm,EFFWA,211759,E,EFFWA INFRA & RESEARCH L,EFFWA,400,0.05,EFFWA
BSE,bse_cm,SAHAJSOLAR,211764,E,SAHAJ SOLAR LIMITED,SAHAJSOLAR,400,0.05,SAHAJSOLAR
BSE,bse_cm,SATIPOLY,211774,E,SATI POLY PLAST LIMITED,SATIPOLY,500,0.05,SATIPOLY
BSE,bse_cm,PRIZOR,211775,E,PRIZOR VIZTECH LIMITED,PRIZOR,800,0.05,PRIZOR
BSE,bse_cm,TUNWAL,211779,E,TUNWAL E-MOTORS LIMITED,TUNWAL,2000,0.05,TUNWAL
BSE,bse_cm,BEARDSELL,211781,E,BEARDSELL LIMITED,BEARDSELL,1,0.01,BEARDSELL
BSE,bse_cm,MACOBSTECH,211784,E,MACOBS TECHNOLOGIES LTD,MACOBSTECH,800,0.05,MACOBSTECH
BSE,bse_cm,KATARIA,211785,E,KATARIA INDUSTRIES LTD,KATARIA,600,0.05,KATARIA
BSE,bse_cm,RNFI,211798,E,RNFI SERVICES LIMITED,RNFI,1200,0.05,RNFI
BSE,bse_cm,VLINFRA,211799,E,V.L.INFRAPROJECTS LIMITED,VLINFRA,1500,0.05,VLINFRA
BSE,bse_cm,MIEL,211802,E,MANGLAM INFRA & ENG LTD,MIEL,2000,0.05,MIEL
BSE,bse_cm,CHETANA,211803,E,CHETANA EDUCATION LIMITED,CHETANA,1600,0.05,CHETANA
BSE,bse_cm,TROM,211805,E,TROM INDUSTRIES LIMITED,TROM,600,0.05,TROM
BSE,bse_cm,ASHALOG,211831,E,ASHAPURA LOGISTICS LTD,ASHALOG,1000,0.05,ASHALOG
BSE,bse_cm,RAJINDLTD,211832,E,RAJPUTANA INDUSTRIES LTD,RAJINDLTD,1500,0.05,RAJINDLTD
BSE,bse_cm,SSEGL,211833,E,SATHLOKHAR SYN E&C GLOB L,SSEGL,200,0.05,SSEGL
BSE,bse_cm,BULKCORP,211834,E,BULKCORP INTERNATIONAL L,BULKCORP,1200,0.05,BULKCORP
BSE,bse_cm,UTSSAV,211835,E,UTSSAV CZ GOLD JEWELS LTD,UTSSAV,600,0.05,UTSSAV
BSE,bse_cm,DHARIWAL,211839,E,DHARIWALCORP LIMITED,DHARIWAL,1200,0.05,DHARIWAL
BSE,bse_cm,CELLECOR,211856,E,CELLECOR GADGETS LIMITED,CELLECOR,3000,0.05,CELLECOR
BSE,bse_cm,PPSL,211857,E,PICTUREPOST STUDIOS LTD,PPSL,3000,0.05,PPSL
BSE,bse_cm,KAPSTON,211859,E,KAPSTON SERVICES LIMITED,KAPSTON,1,0.01,KAPSTON
BSE,bse_cm,MITCONPP,211869,E,MITCON CON RS.2.50 PPD UP,MITCONPP,1,0.01,MITCONPP
BSE,bse_cm,AESTHETIK,211871,E,AESTHETIK ENGINEERS LTD,AESTHETIK,2000,0.05,AESTHETIK
BSE,bse_cm,POSITRON,211882,E,POSITRON ENERGY LIMITED,POSITRON,300,0.05,POSITRON
BSE,bse_cm,SUNLITE,211883,E,SUNLITE RECYCLING IND LTD,SUNLITE,1200,0.05,SUNLITE
BSE,bse_cm,BALCO,211885,E,SOLVE PLASTIC PRODUCTS L,BALCO,1200,0.05,BALCO
BSE,bse_cm,BRACEPORT,211898,E,BRACE PORT LOGISTICS LTD,BRACEPORT,1600,0.05,BRACEPORT
BSE,bse_cm,FORCAS,211899,E,FORCAS STUDIO LIMITED,FORCAS,1600,0.05,FORCAS
BSE,bse_cm,QVCEL,211905,E,QVC EXPORTS LIMITED,QVCEL,1600,0.05,QVCEL
BSE,bse_cm,IDEALTECHO,211906,E,IDEAL TECHNOPLAST IND LTD,IDEALTECHO,1000,0.05,IDEALTECHO
BSE,bse_cm,IPHL,211931,E,INDIAN PHOSPHATE LIMITED,IPHL,1200,0.05,IPHL
BSE,bse_cm,JAYBEE,211932,E,JAY BEE LAMINATIONS LTD,JAYBEE,1000,0.05,JAYBEE
BSE,bse_cm,VDEAL,211933,E,VDEAL SYSTEM LIMITED,VDEAL,1200,0.05,VDEAL
BSE,bse_cm,PARAMATRIX,211936,E,PARAMATRIX TECHNOLOGIES L,PARAMATRIX,1200,0.05,PARAMATRIX
BSE,bse_cm,AERON,211937,E,AERON COMPOSITE LIMITED,AERON,1000,0.05,AERON
BSE,bse_cm,BOSS,211955,E,BOSS PACKAGING SOLU LTD,BOSS,2000,0.05,BOSS
BSE,bse_cm,JEYYAM,211957,E,JEYYAM GLOBAL FOODS LTD,JEYYAM,2000,0.05,JEYYAM
BSE,bse_cm,NAMOEWASTE,211962,E,NAMO EWASTE MANAGEMENT L,NAMOEWASTE,1600,0.05,NAMOEWASTE
BSE,bse_cm,MYMUDRA,211963,E,MY MUDRA FINCORP LIMITED,MYMUDRA,1200,0.05,MYMUDRA
BSE,bse_cm,VIESL,211971,E,VISION INFRA EQUIP SOL L,VIESL,800,0.05,VIESL
BSE,bse_cm,AUSL,211974,E,ADITYA ULTRA STEEL LTD,AUSL,2000,0.05,AUSL
BSE,bse_cm,SHUBHSHREE,211976,E,SHUBHSHREE BIOFUELS ENE L,SHUBHSHREE,1200,0.05,SHUBHSHREE
BSE,bse_cm,SPPPOLY,211978,E,SPP POLYMER LIMITED,SPPPOLY,2000,0.05,SPPPOLY
BSE,bse_cm,RPPL,211980,E,RAJSHREE POLYPACK LTD,RPPL,1,0.01,RPPL
BSE,bse_cm,INNOMET,211981,E,INNOMET ADVANCED MATERI L,INNOMET,1200,0.05,INNOMET
BSE,bse_cm,EXCELLENT,211983,E,EXCELLENT WIRES N PACK L,EXCELLENT,1600,0.05,EXCELLENT
BSE,bse_cm,DECCANTRAN,212001,E,DECCAN TRANSCON LEASING L,DECCANTRAN,1200,0.05,DECCANTRAN
BSE,bse_cm,ENVIRO,212002,E,ENVIROTECH SYSTEMS LTD,ENVIRO,2000,0.05,ENVIRO
BSE,bse_cm,PELATRO,212003,E,PELATRO LIMITED,PELATRO,600,0.05,PELATRO
BSE,bse_cm,PSFL,212007,E,PARAMOUNT SPECIALI FORG L,PSFL,2000,0.05,PSFL
BSE,bse_cm,KALANA,212013,E,KALANA ISPAT LIMITED,KALANA,2000,0.05,KALANA
BSE,bse_cm,BIKEWO,212039,E,BIKEWO GREEN TECH LIMITED,BIKEWO,2000,0.05,BIKEWO
BSE,bse_cm,AVIANSH,212040,E,AVI ANSH TEXTILE LIMITED,AVIANSH,2000,0.05,AVIANSH
BSE,bse_cm,RAPPID,212045,E,RAPPID VALVES (INDIA) LTD,RAPPID,600,0.05,RAPPID
BSE,bse_cm,WOL3D,212046,E,WOL 3D INDIA LIMITED,WOL3D,1000,0.05,WOL3D
BSE,bse_cm,UNILEX,212052,E,UNILEX COLOURS AND CHEM L,UNILEX,1600,0.05,UNILEX
BSE,bse_cm,TECHERA,212053,E,TECHERA ENGINEER (IND) L,TECHERA,1600,0.05,TECHERA
BSE,bse_cm,THESL,212054,E,THINKING HATS ENTER SOL L,THESL,3000,0.05,THESL
BSE,bse_cm,SAHASRA,212058,E,SAHASRA ELECTRONIC SOLU L,SAHASRA,400,0.05,SAHASRA
BSE,bse_cm,FORGEAUTO,212059,E,FORGE AUTO INTERNATION L,FORGEAUTO,1200,0.05,FORGEAUTO
BSE,bse_cm,HVAX,212076,E,HVAX TECHNOLOGIES LIMITED,HVAX,300,0.05,HVAX
BSE,bse_cm,PARAMOUNT,212078,E,PARAMOUNT DYE TEC LIMITED,PARAMOUNT,1200,0.05,PARAMOUNT
BSE,bse_cm,VAISHALI,212107,E,VAISHALI PHARMA LIMITED,VAISHALI,1,0.01,VAISHALI
